UID          PID    PPID  C STIME TTY          TIME CMD
manikan+    4961    1908  0 10:14 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/manikandana/.config/google-chrome/Crash Reports --metrics-dir=/home/manikandana/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04.5 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=137.0.7151.119 --initial-client-fd=5 --shared-client-connection
manikan+    4963    1908  0 10:14 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/manikandana/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04.5 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=137.0.7151.119 --initial-client-fd=4 --shared-client-connection
manikan+    4970    4947  0 10:14 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable
manikan+    4971    4947  0 10:14 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable
manikan+    4974    4971  0 10:14 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable
manikan+    5000    2106  0 10:14 ?        00:03:39 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.U18682 -listen 4 -listen 5 -displayfd 6 -initfd 7
manikan+    5109    1908  0 10:14 ?        00:00:00 /usr/libexec/gsd-xsettings
manikan+    5224    1908  0 10:14 ?        00:00:00 /usr/libexec/ibus-x11
manikan+    5289    4970  2 10:14 ?        00:11:19 /opt/google/chrome/chrome --type=gpu-process --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,7988403509310469340,435032233872602535,262144 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+    5295    4947  0 10:14 ?        00:03:34 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9909992611458142918,7692077856802815139,524288 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+    5305    4974  0 10:14 ?        00:00:05 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6753121928109082459,16957994842969842887,524288 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+    5439    4974  0 10:14 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=24890295 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9142495520936730992,13583123814791264708,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+    5447    4974  0 10:14 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=24895198 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16850677865053354714,10991104279863283270,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+    5761    1908  0 10:14 ?        00:01:16 /snap/slack/196/usr/lib/slack/slack --no-sandbox --executed-from=/home/manikandana --pid=5654
manikan+    5768    5761  0 10:14 ?        00:00:00 /snap/slack/196/usr/lib/slack/slack --type=zygote --no-zygote-sandbox --no-sandbox
manikan+    5769    5761  0 10:14 ?        00:00:00 /snap/slack/196/usr/lib/slack/slack --type=zygote --no-sandbox
manikan+    5816    1908  0 10:14 ?        00:00:00 /snap/slack/196/usr/lib/slack/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-upload-gzip --database=/home/manikandana/snap/slack/196/.config/Slack/Crashpad --url=https://slack.com/apps/sentryproxy/api/5277886/minidump/?sentry_key=fd30fe469dbf4aec9db40548e5acf91e --annotation=_productName=Slack --annotation=_version=4.43.52 --annotation=lsb-release=Ubuntu Core 20 --annotation=plat=Linux --annotation=prod=Electron --annotation=sentry___initialScope={"release":"Slack@4.43.52","environment":"production","user":{"id":"43f828dc-a856-4f3d-bb39-d815af3c4710"},"tags":{"uuid":"43f828dc-a856-4f3d-bb39-d815af3c4710"},"extra":{"sessionId":"NDNmODI4ZGMtYTg1Ni00ZjNkLWJiMzktZDgxNWFmM2M0NzEwXzE3NTE5NDk4NzQxOTU="}} --annotation=ver=35.1.2 --initial-client-fd=37 --shared-client-connection
manikan+    5844    5768  0 10:14 ?        00:01:42 /snap/slack/196/usr/lib/slack/slack --type=zygote --no-zygote-sandbox --no-sandbox
manikan+    5876    5761  0 10:14 ?        00:00:14 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=5816 --enable-crash-reporter=50ef4c44-f215-40d9-b586-9b276cba526b,no_channel --user-data-dir=/home/manikandana/snap/slack/196/.config/Slack --standard-schemes=app,slack-webapp-dev --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15654117589985914813,8740638580040260405,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,WebRTCPipeWireCapturer --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,EnableOopPrintDrivers,EnableWatermarkView,EnumerateDevicesRelaxedCache,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,LogJsConsoleMessages,PostQuantumKyber,RequestInitiatorSiteLockEnfocement,SkipEmptyDisplayHotplugEvent,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
manikan+    5917    1908  0 10:14 ?        00:00:00 /usr/bin/snap userd
manikan+    6802    4947  0 10:14 ?        00:00:01 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8086137291192605393,3759340474260148984,524288 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+    7257    5769  2 10:14 ?        00:09:30 /snap/slack/196/usr/lib/slack/slack --type=zygote --no-sandbox
manikan+    7283    5761  0 10:14 ?        00:00:06 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=5816 --enable-crash-reporter=50ef4c44-f215-40d9-b586-9b276cba526b,no_channel --user-data-dir=/home/manikandana/snap/slack/196/.config/Slack --standard-schemes=app,slack-webapp-dev --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15654117589985914813,8740638580040260405,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,WebRTCPipeWireCapturer --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,EnableOopPrintDrivers,EnableWatermarkView,EnumerateDevicesRelaxedCache,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,LogJsConsoleMessages,PostQuantumKyber,RequestInitiatorSiteLockEnfocement,SkipEmptyDisplayHotplugEvent,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
manikan+    7557    2081  0 10:15 ?        00:00:00 update-notifier
manikan+    7587    4974  1 10:15 ?        00:07:27 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=79656795 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11597251866021460435,17631819758223637408,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+   10745    2068  0 10:19 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.14 /org/gtk/gvfs/exec_spaw/1
manikan+   13561    4974  0 10:29 ?        00:00:08 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=58 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=895181260 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12330321241427461124,14091278895252311498,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+   26496    1953  0 11:10 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
manikan+   44170    4974  0 12:02 ?        00:01:40 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=200 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=6480224999 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,959851198543776936,1904509383187829173,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root       77328       2  0 14:19 ?        00:00:00 [irq/141-mei_me]
root       77422    1019  0 14:19 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/NetworkManager/dhclient-enp0s31f6.pid -lf /var/lib/NetworkManager/dhclient-4459fc1c-6cc6-30d3-a125-69ce05bdb9ba-enp0s31f6.lease -cf /var/lib/NetworkManager/dhclient-enp0s31f6.conf enp0s31f6
root       77437    1019  0 14:19 ?        00:00:00 /sbin/dhclient -d -q -6 -S -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/NetworkManager/dhclient6-enp0s31f6.pid -lf /var/lib/NetworkManager/dhclient6-4459fc1c-6cc6-30d3-a125-69ce05bdb9ba-enp0s31f6.lease -cf /var/lib/NetworkManager/dhclient6-enp0s31f6.conf enp0s31f6
manikan+   80725    4974  1 14:29 ?        00:02:35 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=416 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=13389430380 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7659049131329184534,4045834858811353126,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+   82461    4974  0 14:34 ?        00:00:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=427 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=13717465024 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,809705294184133466,14274855643676126858,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root       84196       2  0 14:38 ?        00:00:09 [kworker/9:1-rcu_par_gp]
manikan+   84251    1908  0 14:38 ?        00:00:06 /usr/bin/nautilus --gapplication-service
root       93907       2  0 15:01 ?        00:00:01 [kworker/u40:6-flush-259:0]
manikan+  102096    2068  0 15:22 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.14 /org/gtk/gvfs/exec_spaw/2
manikan+  102109    2068  0 15:22 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.14 /org/gtk/gvfs/exec_spaw/4
root      105770       2  0 15:34 ?        00:00:10 [kworker/u41:2-i915_flip]
root      105803       2  0 15:34 ?        00:00:00 [kworker/u40:3-ext4-rsv-conversion]
manikan+  107881    4974  0 15:41 ?        00:00:20 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=494 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=17744166143 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13630050993876781134,10299493836588678020,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root      107927       2  0 15:41 ?        00:00:00 [kworker/u40:0-flush-259:0]
root      108041       2  0 15:41 ?        00:00:00 [kworker/14:2-mm_percpu_wq]
manikan+  112995    1908  0 15:57 ?        00:00:02 /usr/libexec/gnome-terminal-server
manikan+  113013  112995  0 15:57 pts/1    00:00:00 bash
root      113180  113013  0 15:58 pts/1    00:00:00 sudo apt update
root      114224       2  0 16:01 ?        00:00:00 [kworker/u40:4-writeback]
manikan+  114743    4974  2 16:02 ?        00:01:32 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=514 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=19002386588 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11893974175033526756,2786826577774011814,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+  115862    4974  0 16:05 ?        00:00:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=530 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=19192426836 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13735369753524420270,11762499172141545432,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root      117746       2  0 16:12 ?        00:00:00 [kworker/10:3-rcu_par_gp]
root      118205       2  0 16:14 ?        00:00:00 [kworker/u40:9-events_unbound]
manikan+  119049    4974  0 16:16 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=540 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=19834033982 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5597799614017647903,17352135047254464608,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root      119556       2  0 16:18 ?        00:00:00 [kworker/4:1-events]
root      120068       2  0 16:20 ?        00:00:00 [kworker/12:0-mm_percpu_wq]
root      121060       2  0 16:22 ?        00:00:00 [kworker/9:3-events]
root      121814       2  0 16:24 ?        00:00:00 [kworker/13:0-rcu_par_gp]
root      122094       2  0 16:25 ?        00:00:00 [kworker/8:0-rcu_par_gp]
root      122273       2  0 16:26 ?        00:00:00 [kworker/u40:1-i915]
root      122413       2  0 16:27 ?        00:00:00 [kworker/15:1-mm_percpu_wq]
root      123174       2  0 16:29 ?        00:00:00 [kworker/18:2-rcu_par_gp]
root      123599       2  0 16:30 ?        00:00:00 [kworker/7:1-events]
root      124097       2  0 16:32 ?        00:00:00 [kworker/u40:5-flush-259:0]
root      124163       1  0 16:32 ?        00:00:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 0d9933b0ff2d0a5a68853e14e265e76577a58ee525406b76fb04cc3079cc98af -address /run/containerd/containerd.sock
root      124183  124163  0 16:32 ?        00:00:00 /bin/sh -c sh -c "python main.py"
root      124216  124183  0 16:32 ?        00:00:00 sh -c python main.py
root      124217  124216  0 16:32 ?        00:00:12 python main.py
root      124252  124217  0 16:32 ?        00:00:02 python main.py
root      124261  124252  0 16:32 ?        00:00:00 python main.py
root      124262  124252  0 16:32 ?        00:00:00 python main.py
root      124263  124252  0 16:32 ?        00:00:00 python main.py
root      124264  124252  0 16:32 ?        00:00:00 python main.py
root      124265  124252  0 16:32 ?        00:00:00 python main.py
root      124266  124252  0 16:32 ?        00:00:00 python main.py
root      124267  124252  0 16:32 ?        00:00:00 python main.py
root      124268  124252  0 16:32 ?        00:00:00 python main.py
root      124269  124252  0 16:32 ?        00:00:00 python main.py
root      124270  124252  0 16:32 ?        00:00:00 python main.py
root      124271  124252  0 16:32 ?        00:00:00 python main.py
root      124272  124252  0 16:32 ?        00:00:00 python main.py
root      124273  124252  0 16:32 ?        00:00:00 python main.py
root      124274  124252  0 16:32 ?        00:00:00 python main.py
root      124275  124252  0 16:32 ?        00:00:00 python main.py
root      124276  124252  0 16:32 ?        00:00:00 python main.py
root      124277  124252  0 16:32 ?        00:00:00 python main.py
root      124278  124252  0 16:32 ?        00:00:00 python main.py
root      124279  124252  0 16:32 ?        00:00:00 python main.py
root      124280  124252  0 16:32 ?        00:00:00 python main.py
root      124301       2  0 16:32 ?        00:00:00 [kworker/11:1-mm_percpu_wq]
root      124451       2  0 16:33 ?        00:00:00 [kworker/2:0-events]
root      124913       2  0 16:35 ?        00:00:00 [kworker/16:1-events]
root      125060       2  0 16:35 ?        00:00:00 [kworker/17:2-rcu_par_gp]
root      125354       2  0 16:36 ?        00:00:00 [kworker/3:1-ipv6_addrconf]
root      125490       2  0 16:37 ?        00:00:00 [kworker/5:0-mm_percpu_wq]
root      125935       2  0 16:38 ?        00:00:00 [kworker/1:1-rcu_par_gp]
manikan+  126109    2106  0 16:39 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:1920:1080:1:27:0:0:0:0
root      126316       2  0 16:39 ?        00:00:00 [kworker/10:0-rcu_par_gp]
root      126940       2  0 16:41 ?        00:00:00 [kworker/19:0-mm_percpu_wq]
root      126945       2  0 16:41 ?        00:00:00 [kworker/13:3-mm_percpu_wq]
root      126958       2  0 16:41 ?        00:00:00 [kworker/3:2-rcu_par_gp]
root      127101       2  0 16:42 ?        00:00:00 [kworker/u40:2-iou_exit]
root      127454       2  0 16:43 ?        00:00:00 [kworker/u40:8-i915]
root      127455       2  0 16:43 ?        00:00:00 [kworker/12:2-cgroup_destroy]
root      127485       2  0 16:43 ?        00:00:00 [kworker/14:0-rcu_par_gp]
root      127576       2  0 16:43 ?        00:00:00 [kworker/u41:0]
root      127600       2  0 16:44 ?        00:00:00 [kworker/6:2-events]
manikan+  127884    4974  0 16:44 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=546 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=21526590207 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13895834680267507219,9255796066716642012,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root      128104       2  0 16:45 ?        00:00:00 [kworker/2:2-cgroup_destroy]
root      128109       2  0 16:45 ?        00:00:00 [kworker/1:2-events]
root      128200       2  0 16:45 ?        00:00:00 [kworker/0:3-mm_percpu_wq]
root      128201       2  0 16:45 ?        00:00:00 [kworker/0:4-rcu_par_gp]
root      128250       2  0 16:46 ?        00:00:00 [kworker/8:2-events]
root      128271       2  0 16:46 ?        00:00:00 [kworker/6:3-rcu_par_gp]
root      128466       2  0 16:46 ?        00:00:00 [kworker/15:3-rcu_par_gp]
root      128645       2  0 16:47 ?        00:00:00 [kworker/19:1-rcu_par_gp]
root      128647       2  0 16:47 ?        00:00:00 [kworker/17:0-events]
manikan+  128778    4974  0 16:47 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=554 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=21676766225 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1537547745450382458,17156831366179541018,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+  128783    4974  0 16:47 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=555 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=21676782507 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3104079908292768970,5017317713173245985,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+  128791    4974  0 16:47 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=556 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=21676789900 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10595123055367802570,8235984072834433390,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+  128799    4974  0 16:47 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=557 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=21676794972 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11348417026011949077,9621625070390893078,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root      128829       2  0 16:47 ?        00:00:00 [kworker/7:2-rcu_par_gp]
root      128981       2  0 16:48 ?        00:00:00 [kworker/8:3-rcu_par_gp]
root      128993       2  0 16:48 ?        00:00:00 [kworker/4:0-rcu_par_gp]
root      129107       2  0 16:48 ?        00:00:00 [kworker/18:1-events]
root      129144       2  0 16:48 ?        00:00:00 [kworker/16:2-rcu_par_gp]
root      129263       2  0 16:48 ?        00:00:00 [kworker/11:0-rcu_par_gp]
root      129299       2  0 16:49 ?        00:00:00 [kworker/5:1-rcu_par_gp]
root      129598       2  0 16:50 ?        00:00:00 [kworker/4:3-rcu_par_gp]
root      129758       2  0 16:51 ?        00:00:00 [kworker/10:2-events]
root      129876       2  0 16:51 ?        00:00:00 [kworker/2:1-cgroup_bpf_destroy]
root      129916       2  0 16:51 ?        00:00:00 [kworker/1:0-rcu_par_gp]
root      130038       2  0 16:52 ?        00:00:00 [kworker/6:0-rcu_par_gp]
root      130181       2  0 16:52 ?        00:00:00 [kworker/13:1-rcu_par_gp]
root      130205       2  0 16:52 ?        00:00:00 [kworker/9:0-i915-unordered]
root      130207       2  0 16:52 ?        00:00:00 [kworker/9:2]
root      130333       2  0 16:52 ?        00:00:00 [kworker/17:1-mm_percpu_wq]
root      130359       2  0 16:53 ?        00:00:00 [kworker/19:2-rcu_par_gp]
root      130663       2  0 16:54 ?        00:00:00 [kworker/7:0-rcu_par_gp]
root      130775       2  0 16:54 ?        00:00:00 [kworker/18:0-events]
